clean_title,type.x,genres.x,average_rating,release_year.x,type.y,release_year.y,genres.y,weekly_hours_viewed
over the garden wall,TV Show,"Adventure, Animation, Comedy",8.7,2014,NA,NA,NA,NA
friday night lights,TV Show,"Drama, Sport",8.7,2006,TV Show,2010,"TV Dramas, Teen TV Shows",NA
line of duty,TV Show,"Crime, Drama, Mystery",8.7,2012,NA,NA,NA,4140000
peep show,TV Show,Comedy,8.7,2003,NA,NA,NA,NA
berserk,TV Show,"Action, Adventure, Animation",8.7,1997,NA,NA,NA,NA
rocketry the nambi effect,Movie,"Biography, Drama",8.7,2022,NA,NA,NA,NA
monster,TV Show,"Animation, Crime, Drama",8.7,2004,Movie,2021,Dramas,NA
crash landing on you,TV Show,"Adventure, Comedy, Drama",8.7,2019,TV Show,2019,"International TV Shows, Korean TV Shows, Romantic TV Shows",NA
father ted,TV Show,Comedy,8.7,1995,NA,NA,NA,NA
777 charlie,Movie,"Adventure, Comedy, Drama",8.7,2022,NA,NA,NA,NA
haikyu!!,TV Show,"Animation, Comedy, Drama",8.7,2014,TV Show,2015,"Anime Series, International TV Shows, Teen TV Shows",NA
mr inbetween,TV Show,"Crime, Drama",8.7,2018,NA,NA,NA,NA
the thick of it,TV Show,Comedy,8.7,2005,NA,NA,NA,NA
demon slayer kimetsu no yaiba - tsuzumi mansion arc,Movie,"Action, Animation, Fantasy",8.7,2021,NA,NA,NA,NA
lonesome dove,TV Show,"Adventure, Drama, Western",8.7,1989,NA,NA,NA,NA
nayakan,Movie,"Crime, Drama",8.7,1987,NA,NA,NA,NA
the adventures of sherlock holmes,TV Show,"Crime, Drama, Mystery",8.7,1984,NA,NA,NA,NA
primal,TV Show,"Action, Adventure, Animation",8.7,2019,NA,NA,NA,NA
justice league unlimited,TV Show,"Action, Adventure, Animation",8.7,2004,NA,NA,NA,NA
stop making sense,Movie,"Documentary, Music",8.7,1984,NA,NA,NA,NA
lucky guy,TV Show,"Comedy, Drama, Fantasy",8.7,2023,NA,NA,NA,NA
the chaos class is waking up,Movie,Comedy,8.7,1976,NA,NA,NA,NA
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,5800000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,5850000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,11900000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,11610000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,11520000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,14930000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,11580000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,14980000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,20510000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,17170000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,15060000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,11830000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,13500000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,13070000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,7750000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,9780000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,10980000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,10890000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,16840000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,27200000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,28590000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,18040000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,17840000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,20100000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,19080000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,15760000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,14640000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,12310000
alchemy of souls,TV Show,"Action, Drama, Fantasy",8.7,2022,NA,NA,NA,9920000
pariyerum perumal,Movie,Drama,8.7,2018,NA,NA,NA,NA
"saban, son of saban",Movie,"Comedy, History",8.7,1977,NA,NA,NA,NA
kill bill the whole bloody affair,Movie,"Action, Crime, Thriller",8.7,2006,NA,NA,NA,NA
"feyzo, the polite one",Movie,"Comedy, Drama",8.7,1978,NA,NA,NA,NA
gintama,TV Show,"Action, Animation, Comedy",8.7,2005,NA,NA,NA,NA
whos singin over there?,Movie,"Adventure, Comedy, Drama",8.7,1980,NA,NA,NA,NA
demon slayer kimetsu no yaiba - mt. natagumo arc,Movie,"Action, Animation, Fantasy",8.7,2020,NA,NA,NA,NA
resurrection,Movie,"Drama, Family",8.7,2018,NA,NA,NA,NA
the broken landlord,Movie,"Comedy, Drama",8.7,1985,NA,NA,NA,NA
the bureau,TV Show,"Drama, Thriller",8.7,2015,NA,NA,NA,NA
homicide life on the street,TV Show,"Crime, Drama, Mystery",8.7,1993,NA,NA,NA,NA
dandadan,TV Show,"Action, Adventure, Animation",8.7,2024,NA,NA,NA,NA
how to with john wilson,TV Show,"Comedy, Documentary",8.7,2020,NA,NA,NA,NA
the return of sherlock holmes,TV Show,"Crime, Drama, Mystery",8.7,1986,NA,NA,NA,NA
el chavo del ocho,TV Show,"Comedy, Family",8.7,1972,NA,NA,NA,NA
daman,Movie,"Adventure, Drama",8.7,2022,NA,NA,NA,NA
manichithrathazhu,Movie,"Comedy, Horror, Mystery",8.7,1993,NA,NA,NA,NA
toma,Movie,"Biography, Drama, Music",8.7,2021,NA,NA,NA,NA
content cop,TV Show,"Comedy, Crime, Talk-Show",8.7,2015,NA,NA,NA,NA
happy days,Movie,"Comedy, Drama, Family",8.7,1978,NA,NA,NA,NA
umbre,TV Show,"Crime, Drama, Thriller",8.7,2014,NA,NA,NA,NA
mr. sunshine,TV Show,"Action, Drama, Romance",8.7,2018,TV Show,2018,"International TV Shows, Korean TV Shows, Romantic TV Shows",NA
shoah,Movie,"Documentary, History, War",8.7,1985,NA,NA,NA,NA
the untamed,TV Show,"Action, Adventure, Drama",8.7,2019,TV Show,2019,"International TV Shows, TV Action & Adventure, TV Mysteries",NA
mind your language,TV Show,Comedy,8.7,1977,NA,NA,NA,NA
se7en,Movie,"Crime, Drama, Mystery",8.6,1995,NA,NA,NA,NA
the silence of the lambs,Movie,"Crime, Drama, Thriller",8.6,1991,NA,NA,NA,NA
saving private ryan,Movie,"Drama, War",8.6,1998,NA,NA,NA,NA
star wars episode iv - a new hope,Movie,"Action, Adventure, Fantasy",8.6,1977,NA,NA,NA,NA
the green mile,Movie,"Crime, Drama, Fantasy",8.6,1999,NA,NA,NA,NA
terminator 2 judgment day,Movie,"Action, Adventure, Sci-Fi",8.6,1991,NA,NA,NA,NA
spirited away,Movie,"Adventure, Animation, Family",8.6,2001,NA,NA,NA,NA
city of god,Movie,"Crime, Drama",8.6,2002,Movie,2002,"Dramas, Independent Movies, International Movies",3050000
dexter,TV Show,"Crime, Drama, Mystery",8.6,2006,TV Show,2013,"Crime TV Shows, TV Dramas, TV Mysteries",NA
life is beautiful,Movie,"Comedy, Drama, Romance",8.6,1997,NA,NA,NA,NA
the mandalorian,TV Show,"Action, Adventure, Fantasy",8.6,2019,NA,NA,NA,NA
house of cards,TV Show,Drama,8.6,2013,TV Show,2018,"TV Dramas, TV Thrillers",NA
its a wonderful life,Movie,"Drama, Family, Fantasy",8.6,1946,NA,NA,NA,NA
daredevil,TV Show,"Action, Crime, Drama",8.6,2015,NA,NA,NA,NA
spider-man across the spider-verse,Movie,"Action, Adventure, Animation",8.6,2023,NA,NA,NA,10200000
spider-man across the spider-verse,Movie,"Action, Adventure, Animation",8.6,2023,NA,NA,NA,20100000
seven samurai,Movie,"Action, Drama",8.6,1954,NA,NA,NA,NA
mindhunter,TV Show,"Crime, Drama, Mystery",8.6,2017,TV Show,2019,"Crime TV Shows, TV Dramas, TV Mysteries",NA
sons of anarchy,TV Show,"Crime, Drama, Thriller",8.6,2008,NA,NA,NA,NA
parks and recreation,TV Show,Comedy,8.6,2009,TV Show,2015,TV Comedies,NA
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",50900000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",8200000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",13100000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",29300000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",36900000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",13200000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",18900000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",27790000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",42360000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",84310000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",107390000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",12090000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",11480000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",25690000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",17520000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",40790000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",16670000
the crown,TV Show,"Biography, Drama, History",8.6,2016,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",17570000
the x-files,TV Show,"Adventure, Crime, Drama",8.6,1993,NA,NA,NA,NA
yellowstone,TV Show,"Drama, Western",8.6,2018,NA,NA,NA,NA
boardwalk empire,TV Show,"Crime, Drama",8.6,2010,NA,NA,NA,NA
shogun,TV Show,"Adventure, Drama, History",8.6,2024,NA,NA,NA,NA
demon slayer kimetsu no yaiba,TV Show,"Action, Adventure, Animation",8.6,2019,TV Show,2019,"Anime Series, International TV Shows",7100000
demon slayer kimetsu no yaiba,TV Show,"Action, Adventure, Animation",8.6,2019,TV Show,2019,"Anime Series, International TV Shows",6060000
demon slayer kimetsu no yaiba,TV Show,"Action, Adventure, Animation",8.6,2019,TV Show,2019,"Anime Series, International TV Shows",7940000
archer,TV Show,"Action, Animation, Comedy",8.6,2009,NA,NA,NA,NA
mr. bean,TV Show,"Comedy, Family",8.6,1990,NA,NA,NA,NA
the newsroom,TV Show,Drama,8.6,2012,NA,NA,NA,NA
justified,TV Show,"Action, Crime, Drama",8.6,2010,NA,NA,NA,NA
deadwood,TV Show,"Crime, Drama, History",8.6,2004,NA,NA,NA,NA
adventure time,TV Show,"Action, Adventure, Animation",8.6,2010,NA,NA,NA,NA
what we do in the shadows,TV Show,"Comedy, Fantasy, Horror",8.6,2019,NA,NA,NA,NA
atlanta,TV Show,"Comedy, Drama, Music",8.6,2016,NA,NA,NA,NA
dopesick,TV Show,Drama,8.6,2021,NA,NA,NA,NA
the bridge,TV Show,"Crime, Mystery, Thriller",8.6,2011,Movie,2017,"Dramas, International Movies, Romantic Movies",NA
harakiri,Movie,"Drama, Mystery",8.6,1962,NA,NA,NA,NA
anne with an e,TV Show,"Drama, Family",8.6,2017,TV Show,2019,"International TV Shows, TV Dramas, Teen TV Shows",NA
the jinx the life and deaths of robert durst,TV Show,"Biography, Crime, Documentary",8.6,2015,NA,NA,NA,NA
poirot,TV Show,"Crime, Drama, Mystery",8.6,1989,NA,NA,NA,NA
blackadder ii,TV Show,Comedy,8.6,1986,NA,NA,NA,NA
blackadder the third,TV Show,Comedy,8.6,1987,NA,NA,NA,NA
impractical jokers,TV Show,"Comedy, Reality-TV",8.6,2011,NA,NA,NA,NA
young justice,TV Show,"Action, Adventure, Animation",8.6,2010,NA,NA,NA,NA
gomorrah,TV Show,"Crime, Drama, Thriller",8.6,2014,TV Show,2016,"Crime TV Shows, International TV Shows, TV Dramas",NA
the offer,TV Show,"Biography, Crime, Drama",8.6,2022,NA,NA,NA,NA
skam,TV Show,"Drama, Romance",8.6,2015,NA,NA,NA,NA
ezel,TV Show,"Crime, Drama, Thriller",8.6,2009,TV Show,2009,"Crime TV Shows, International TV Shows, TV Dramas",NA
its a sin,TV Show,Drama,8.6,2021,NA,NA,NA,NA
special ops,TV Show,"Action, Crime, Thriller",8.6,2020,NA,NA,NA,NA
its okay to not be okay,TV Show,"Comedy, Drama, Romance",8.6,2020,TV Show,2020,"International TV Shows, Korean TV Shows, Romantic TV Shows",NA
the bugs bunny show,TV Show,"Animation, Comedy",8.6,1960,NA,NA,NA,NA
north & south,TV Show,"Drama, Romance",8.6,2004,TV Show,2004,"British TV Shows, Romantic TV Shows, TV Dramas",NA
endeavour,TV Show,"Crime, Drama, Mystery",8.6,2012,NA,NA,NA,NA
qi,TV Show,"Comedy, Game-Show",8.6,2003,NA,NA,NA,NA
pose,TV Show,Drama,8.6,2018,TV Show,2019,TV Dramas,NA
call the midwife,TV Show,"Drama, History",8.6,2012,TV Show,2020,"British TV Shows, International TV Shows, TV Dramas",NA
letterkenny,TV Show,Comedy,8.6,2016,NA,NA,NA,NA
guardian the lonely and great god,TV Show,"Comedy, Drama, Fantasy",8.6,2016,NA,NA,NA,NA
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,5500000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,6780000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,6980000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,8370000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,8990000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,10490000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,12150000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,12220000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,13370000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,16890000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,21970000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,31640000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,48820000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,53890000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,77430000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,69360000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,67010000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,65630000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,55070000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,45580000
extraordinary attorney woo,TV Show,Drama,8.6,2022,NA,NA,NA,23950000
the venture bros.,TV Show,"Action, Adventure, Animation",8.6,2003,NA,NA,NA,NA
mystery science theater 3000,TV Show,"Comedy, Sci-Fi",8.6,1988,TV Show,1999,"TV Comedies, TV Sci-Fi & Fantasy",NA
permanent roommates,TV Show,"Comedy, Romance",8.6,2014,NA,NA,NA,NA
anbe sivam,Movie,"Adventure, Comedy, Drama",8.6,2003,NA,NA,NA,NA
scavengers reign,TV Show,"Adventure, Animation, Drama",8.6,2023,NA,NA,NA,NA
wentworth,TV Show,"Crime, Drama, Thriller",8.6,2013,TV Show,2020,"Crime TV Shows, TV Dramas",NA
detectorists,TV Show,Comedy,8.6,2014,NA,NA,NA,NA
im alan partridge,TV Show,Comedy,8.6,1997,NA,NA,NA,NA
the eric andre show,TV Show,"Comedy, Talk-Show",8.6,2012,NA,NA,NA,NA
avrupa yakasi,TV Show,Comedy,8.6,2004,NA,NA,NA,NA
isler güçler,TV Show,Comedy,8.6,2012,NA,NA,NA,NA
the owl house,TV Show,"Action, Adventure, Animation",8.6,2020,NA,NA,NA,NA
my brilliant friend,TV Show,Drama,8.6,2018,NA,NA,NA,NA
earthlings,Movie,Documentary,8.6,2005,NA,NA,NA,NA
foyles war,TV Show,"Crime, Drama, Mystery",8.6,2002,NA,NA,NA,NA
the chaos class is on vacation,Movie,Comedy,8.6,1977,NA,NA,NA,NA
through the wormhole,TV Show,Documentary,8.6,2010,NA,NA,NA,NA
all creatures great & small,TV Show,"Comedy, Drama",8.6,2020,NA,NA,NA,NA
bandish bandits,TV Show,"Drama, Music, Romance",8.6,2020,NA,NA,NA,NA
"pretty village, pretty flame",Movie,"Drama, History, War",8.6,1996,NA,NA,NA,NA
a dogs will,Movie,"Comedy, Drama, Fantasy",8.6,2000,NA,NA,NA,NA
yes minister,TV Show,Comedy,8.6,1980,NA,NA,NA,NA
kardes payi,TV Show,Comedy,8.6,2014,NA,NA,NA,NA
broken but beautiful,TV Show,"Drama, Romance",8.6,2018,NA,NA,NA,NA
rurouni kenshin trust and betrayal,TV Show,"Action, Adventure, Animation",8.6,1999,NA,NA,NA,NA
long way round,TV Show,"Adventure, Documentary",8.6,2004,NA,NA,NA,NA
twenty five twenty one,TV Show,"Drama, Romance",8.6,2022,NA,NA,NA,9580000
twenty five twenty one,TV Show,"Drama, Romance",8.6,2022,NA,NA,NA,11340000
twenty five twenty one,TV Show,"Drama, Romance",8.6,2022,NA,NA,NA,14080000
twenty five twenty one,TV Show,"Drama, Romance",8.6,2022,NA,NA,NA,22530000
twenty five twenty one,TV Show,"Drama, Romance",8.6,2022,NA,NA,NA,26210000
twenty five twenty one,TV Show,"Drama, Romance",8.6,2022,NA,NA,NA,24150000
twenty five twenty one,TV Show,"Drama, Romance",8.6,2022,NA,NA,NA,21040000
twenty five twenty one,TV Show,"Drama, Romance",8.6,2022,NA,NA,NA,17110000
twenty five twenty one,TV Show,"Drama, Romance",8.6,2022,NA,NA,NA,13720000
twenty five twenty one,TV Show,"Drama, Romance",8.6,2022,NA,NA,NA,11850000
tear along the dotted line,TV Show,"Animation, Comedy, Drama",8.6,2021,NA,NA,NA,NA
hilda,TV Show,"Adventure, Animation, Drama",8.6,2018,TV Show,2021,Kids' TV,NA
from the earth to the moon,TV Show,"Action, Drama, History",8.6,1998,NA,NA,NA,NA
the great british baking show,TV Show,"Game-Show, Reality-TV",8.6,2010,TV Show,2021,"British TV Shows, Reality TV",4300000
the great british baking show,TV Show,"Game-Show, Reality-TV",8.6,2010,TV Show,2021,"British TV Shows, Reality TV",3500000
"yes, prime minister",TV Show,Comedy,8.6,1986,NA,NA,NA,NA
mouse,TV Show,"Action, Crime, Mystery",8.6,2021,NA,NA,NA,NA
moon lovers scarlet heart ryeo,TV Show,"Action, Drama, Fantasy",8.6,2016,NA,NA,NA,NA
brass eye,TV Show,Comedy,8.6,1997,NA,NA,NA,NA
greatest events of wwii in colour,TV Show,"Documentary, History, War",8.6,2019,TV Show,2019,"British TV Shows, Docuseries, International TV Shows",NA
mr. queen,TV Show,"Comedy, Fantasy, Romance",8.6,2020,NA,NA,NA,7620000
mr. queen,TV Show,"Comedy, Fantasy, Romance",8.6,2020,NA,NA,NA,9770000
mr. queen,TV Show,"Comedy, Fantasy, Romance",8.6,2020,NA,NA,NA,13670000
mr. queen,TV Show,"Comedy, Fantasy, Romance",8.6,2020,NA,NA,NA,20470000
mr. queen,TV Show,"Comedy, Fantasy, Romance",8.6,2020,NA,NA,NA,32440000
mr. queen,TV Show,"Comedy, Fantasy, Romance",8.6,2020,NA,NA,NA,20950000
the legend of maula jatt,Movie,"Action, Drama, Fantasy",8.6,2022,NA,NA,NA,NA
very parivarik,TV Show,Comedy,8.6,2024,NA,NA,NA,NA
my dear brother,Movie,Drama,8.6,1973,NA,NA,NA,NA
immature,TV Show,"Comedy, Drama, Romance",8.6,2019,NA,NA,NA,NA
fruits basket,TV Show,"Animation, Comedy, Drama",8.6,2019,NA,NA,NA,NA
hunter x hunter,TV Show,"Action, Adventure, Animation",8.6,1999,NA,NA,NA,NA
merlí,TV Show,"Comedy, Drama, Romance",8.6,2015,NA,NA,NA,NA
django unchained,Movie,"Comedy, Drama, Western",8.5,2012,Movie,2012,"Action & Adventure, Dramas",NA
gladiator,Movie,"Action, Adventure, Drama",8.5,2000,NA,NA,NA,NA
the prestige,Movie,"Drama, Mystery, Sci-Fi",8.5,2006,NA,NA,NA,NA
the departed,Movie,"Crime, Drama, Thriller",8.5,2006,Movie,2006,"Dramas, Thrillers",NA
back to the future,Movie,"Adventure, Comedy, Sci-Fi",8.5,1985,NA,NA,NA,NA
léon the professional,Movie,"Action, Crime, Drama",8.5,1994,NA,NA,NA,NA
american history x,Movie,"Crime, Drama",8.5,1998,Movie,1998,Dramas,NA
the lion king,Movie,"Adventure, Animation, Drama",8.5,1994,NA,NA,NA,NA
the usual suspects,Movie,"Crime, Drama, Mystery",8.5,1995,NA,NA,NA,NA
whiplash,Movie,"Drama, Music",8.5,2014,NA,NA,NA,NA
parasite,Movie,"Drama, Thriller",8.5,2019,NA,NA,NA,NA
alien,Movie,"Horror, Sci-Fi",8.5,1979,NA,NA,NA,NA
the intouchables,Movie,"Comedy, Drama",8.5,2011,Movie,2011,"Comedies, Dramas, International Movies",NA
the pianist,Movie,"Biography, Drama, Music",8.5,2002,Movie,2002,"Dramas, Independent Movies, International Movies",NA
psycho,Movie,"Horror, Mystery, Thriller",8.5,1960,Movie,2020,"Horror Movies, International Movies, Thrillers",NA
casablanca,Movie,"Drama, Romance, War",8.5,1942,NA,NA,NA,NA
vikings,TV Show,"Action, Adventure, Drama",8.5,2013,NA,NA,NA,NA
the queens gambit,TV Show,Drama,8.5,2020,TV Show,2020,TV Dramas,NA
the kashmir files,Movie,Drama,8.5,2022,NA,NA,NA,NA
dune part two,Movie,"Action, Adventure, Drama",8.5,2024,NA,NA,NA,NA
westworld,TV Show,"Drama, Mystery, Sci-Fi",8.5,2016,NA,NA,NA,NA
rear window,Movie,"Drama, Mystery, Thriller",8.5,1954,NA,NA,NA,NA
modern family,TV Show,"Comedy, Drama, Romance",8.5,2009,NA,NA,NA,NA
mr. robot,TV Show,"Crime, Drama, Thriller",8.5,2015,NA,NA,NA,NA
ozark,TV Show,"Crime, Drama, Thriller",8.5,2017,TV Show,2020,"Crime TV Shows, TV Dramas, TV Thrillers",16770000
ozark,TV Show,"Crime, Drama, Thriller",8.5,2017,TV Show,2020,"Crime TV Shows, TV Dramas, TV Thrillers",21910000
ozark,TV Show,"Crime, Drama, Thriller",8.5,2017,TV Show,2020,"Crime TV Shows, TV Dramas, TV Thrillers",31400000
ozark,TV Show,"Crime, Drama, Thriller",8.5,2017,TV Show,2020,"Crime TV Shows, TV Dramas, TV Thrillers",48620000
ozark,TV Show,"Crime, Drama, Thriller",8.5,2017,TV Show,2020,"Crime TV Shows, TV Dramas, TV Thrillers",102120000
